2025-08-05 19:20:43 - Memória usada  - 16,88 MB
2025-08-05 19:20:44 - Memória usada  - 16,63 MB
2025-08-05 19:20:45 - Memória usada  - 18,61 MB
2025-08-05 19:20:46 - Memória usada  - 17,03 MB
2025-08-05 19:20:47 - Memória usada  - 17,12 MB
2025-08-05 19:20:48 - Memória usada  - 16,73 MB
2025-08-05 19:20:49 - Memória usada  - 17,57 MB
2025-08-05 19:20:50 - Memória usada  - 17,07 MB
2025-08-05 19:20:51 - Memória usada  - 16,82 MB
2025-08-05 19:20:52 - Memória usada  - 16,82 MB
2025-08-05 19:20:53 - Memória usada  - 16,81 MB
2025-08-05 19:20:54 - Memória usada  - 16,81 MB
2025-08-05 19:20:55 - Memória usada  - 16,93 MB
2025-08-05 19:20:56 - Memória usada  - 16,82 MB
2025-08-05 19:20:57 - Memória usada  - 16,81 MB
2025-08-05 19:20:58 - Memória usada  - 16,82 MB
2025-08-05 19:20:59 - Memória usada  - 16,82 MB
2025-08-05 19:21:00 - Memória usada  - 16,82 MB
2025-08-05 19:21:01 - Memória usada  - 16,82 MB
2025-08-05 19:21:02 - Memória usada  - 16,82 MB
2025-08-05 19:21:03 - Memória usada  - 16,81 MB
2025-08-05 19:21:04 - Memória usada  - 16,81 MB
2025-08-05 19:21:05 - Memória usada  - 17,12 MB
2025-08-05 19:21:06 - Memória usada  - 17,00 MB
2025-08-05 19:21:07 - Memória usada  - 16,99 MB
2025-08-05 19:21:08 - Memória usada  - 17,00 MB
2025-08-05 19:21:09 - Memória usada  - 17,00 MB
2025-08-05 19:21:10 - Memória usada  - 17,00 MB
2025-08-05 19:21:11 - Memória usada  - 17,00 MB
2025-08-05 19:21:12 - Memória usada  - 17,19 MB
2025-08-05 19:23:18 - Memória usada  - 18,21 MB
2025-08-05 19:23:18 - Memória usada  - 17,20 MB
2025-08-05 19:23:19 - Memória usada  - 16,77 MB
2025-08-05 19:23:20 - Memória usada  - 16,76 MB
2025-08-05 19:23:21 - Memória usada  - 16,77 MB
2025-08-05 19:23:22 - Memória usada  - 16,77 MB
2025-08-05 19:23:23 - Memória usada  - 16,79 MB
2025-08-05 19:23:24 - Memória usada  - 16,79 MB
2025-08-05 19:23:25 - Memória usada  - 16,79 MB
2025-08-05 19:23:26 - Memória usada  - 16,89 MB
2025-08-05 19:23:27 - Memória usada  - 16,90 MB
2025-08-05 19:23:28 - Memória usada  - 16,78 MB
2025-08-05 19:23:29 - Memória usada  - 16,78 MB
2025-08-05 19:23:30 - Memória usada  - 16,77 MB
2025-08-05 19:23:31 - Memória usada  - 16,78 MB
2025-08-05 19:23:32 - Memória usada  - 16,78 MB
2025-08-05 19:23:33 - Memória usada  - 16,79 MB
2025-08-05 19:23:34 - Memória usada  - 16,79 MB
2025-08-05 19:23:35 - Memória usada  - 16,79 MB
2025-08-05 19:23:36 - Memória usada  - 16,89 MB
2025-08-05 19:23:37 - Memória usada  - 16,90 MB
2025-08-05 19:23:38 - Memória usada  - 16,78 MB
2025-08-05 19:23:39 - Memória usada  - 16,78 MB
2025-08-05 19:23:40 - Memória usada  - 16,77 MB
2025-08-05 19:23:41 - Memória usada  - 16,78 MB
2025-08-05 19:23:42 - Memória usada  - 16,78 MB
2025-08-05 19:23:43 - Memória usada  - 16,79 MB
2025-08-05 19:23:44 - Memória usada  - 16,79 MB
2025-08-05 19:23:45 - Memória usada  - 16,79 MB
2025-08-05 19:23:46 - Memória usada  - 16,89 MB
2025-08-05 19:23:47 - Memória usada  - 16,90 MB
2025-08-05 19:23:48 - Memória usada  - 16,78 MB
2025-08-05 19:23:49 - Memória usada  - 16,78 MB
2025-08-05 19:23:50 - Memória usada  - 16,77 MB
2025-08-05 19:23:51 - Memória usada  - 16,78 MB
2025-08-05 19:23:52 - Memória usada  - 16,78 MB
2025-08-05 19:23:53 - Memória usada  - 16,79 MB
2025-08-05 19:23:54 - Memória usada  - 16,79 MB
2025-08-05 19:23:55 - Memória usada  - 16,98 MB
2025-08-05 19:23:56 - Memória usada  - 17,08 MB
2025-08-05 19:23:57 - Memória usada  - 16,92 MB
2025-08-05 19:23:58 - Memória usada  - 16,84 MB
2025-08-05 19:23:59 - Memória usada  - 17,03 MB
2025-08-05 19:24:00 - Memória usada  - 17,02 MB
2025-08-05 19:24:01 - Memória usada  - 17,03 MB
2025-08-05 19:24:02 - Memória usada  - 17,23 MB
2025-08-05 19:24:03 - Memória usada  - 17,24 MB
2025-08-05 19:24:04 - Memória usada  - 17,24 MB
2025-08-05 19:24:05 - Memória usada  - 17,06 MB
2025-08-05 19:24:06 - Memória usada  - 17,31 MB
2025-08-05 19:24:07 - Memória usada  - 17,31 MB
2025-08-05 19:24:08 - Memória usada  - 17,05 MB
2025-08-05 19:24:09 - Memória usada  - 17,23 MB
2025-08-05 19:24:10 - Memória usada  - 17,04 MB
2025-08-05 19:24:11 - Memória usada  - 17,05 MB
2025-08-05 19:24:12 - Memória usada  - 17,05 MB
2025-08-05 19:24:13 - Memória usada  - 17,06 MB
2025-08-05 19:24:14 - Memória usada  - 17,06 MB
2025-08-05 19:24:15 - Memória usada  - 17,06 MB
2025-08-05 19:24:16 - Memória usada  - 16,98 MB
2025-08-05 19:24:17 - Memória usada  - 16,99 MB
2025-08-05 19:24:18 - Memória usada  - 17,31 MB
2025-08-05 19:24:19 - Memória usada  - 16,87 MB
2025-08-05 19:24:20 - Memória usada  - 16,86 MB
2025-08-05 19:24:22 - Memória usada  - 17,05 MB
2025-08-05 19:24:23 - Memória usada  - 17,24 MB
2025-08-05 19:24:24 - Memória usada  - 17,26 MB
2025-08-05 19:24:25 - Memória usada  - 17,07 MB
2025-08-05 19:24:26 - Memória usada  - 17,07 MB
2025-08-05 19:24:27 - Memória usada  - 17,17 MB
2025-08-05 19:24:28 - Memória usada  - 17,18 MB
2025-08-05 19:24:29 - Memória usada  - 17,05 MB
2025-08-05 19:24:30 - Memória usada  - 17,05 MB
2025-08-05 19:24:31 - Memória usada  - 17,04 MB
2025-08-05 19:24:32 - Memória usada  - 17,05 MB
2025-08-05 19:24:33 - Memória usada  - 17,05 MB
2025-08-05 19:24:34 - Memória usada  - 17,07 MB
2025-08-05 19:24:35 - Memória usada  - 17,07 MB
2025-08-05 19:24:36 - Memória usada  - 17,07 MB
2025-08-05 19:24:37 - Memória usada  - 17,17 MB
2025-08-05 19:24:38 - Memória usada  - 17,18 MB
2025-08-05 19:24:39 - Memória usada  - 17,05 MB
2025-08-05 19:24:40 - Memória usada  - 17,05 MB
2025-08-05 19:24:41 - Memória usada  - 17,04 MB
2025-08-05 19:24:42 - Memória usada  - 17,05 MB
2025-08-05 19:24:43 - Memória usada  - 17,05 MB
2025-08-05 19:24:44 - Memória usada  - 17,07 MB
2025-08-05 19:24:45 - Memória usada  - 17,07 MB
2025-08-05 19:24:46 - Memória usada  - 17,07 MB
2025-08-05 19:24:47 - Memória usada  - 17,17 MB
2025-08-05 19:24:48 - Memória usada  - 17,18 MB
2025-08-05 19:24:49 - Memória usada  - 17,05 MB
2025-08-05 19:24:50 - Memória usada  - 17,05 MB
2025-08-05 19:24:51 - Memória usada  - 17,04 MB
2025-08-05 19:24:52 - Memória usada  - 17,05 MB
2025-08-05 19:24:53 - Memória usada  - 17,05 MB
2025-08-05 19:24:54 - Memória usada  - 17,07 MB
2025-08-05 19:24:55 - Memória usada  - 17,07 MB
2025-08-05 19:24:56 - Memória usada  - 17,07 MB
2025-08-05 19:24:57 - Memória usada  - 17,17 MB
2025-08-05 19:24:58 - Memória usada  - 17,18 MB
2025-08-05 19:24:59 - Memória usada  - 17,05 MB
2025-08-05 19:25:00 - Memória usada  - 17,05 MB
2025-08-05 19:25:01 - Memória usada  - 17,04 MB
2025-08-05 19:25:02 - Memória usada  - 17,05 MB
2025-08-05 19:25:03 - Memória usada  - 17,05 MB
2025-08-05 19:25:04 - Memória usada  - 17,07 MB
2025-08-05 19:25:05 - Memória usada  - 17,07 MB
2025-08-05 19:25:06 - Memória usada  - 17,07 MB
2025-08-05 19:25:07 - Memória usada  - 17,17 MB
2025-08-05 19:25:08 - Memória usada  - 17,18 MB
2025-08-05 19:25:09 - Memória usada  - 17,06 MB
2025-08-05 19:25:10 - Memória usada  - 17,06 MB
2025-08-05 19:25:11 - Memória usada  - 17,04 MB
2025-08-05 19:25:12 - Memória usada  - 17,06 MB
2025-08-05 19:25:13 - Memória usada  - 17,06 MB
2025-08-05 19:25:14 - Memória usada  - 17,07 MB
2025-08-05 19:25:15 - Memória usada  - 17,07 MB
2025-08-05 19:25:16 - Memória usada  - 17,07 MB
2025-08-05 19:25:17 - Memória usada  - 17,17 MB
2025-08-05 19:25:18 - Memória usada  - 17,18 MB
2025-08-05 19:25:19 - Memória usada  - 17,24 MB
2025-08-05 19:25:20 - Memória usada  - 17,06 MB
2025-08-05 19:25:21 - Memória usada  - 17,05 MB
2025-08-05 19:25:22 - Memória usada  - 17,06 MB
2025-08-05 19:25:23 - Memória usada  - 17,06 MB
2025-08-05 19:25:24 - Memória usada  - 17,07 MB
2025-08-05 19:25:25 - Memória usada  - 17,07 MB
2025-08-05 19:25:26 - Memória usada  - 17,07 MB
2025-08-05 19:25:27 - Memória usada  - 17,17 MB
2025-08-05 19:25:28 - Memória usada  - 17,18 MB
2025-08-05 19:25:29 - Memória usada  - 17,24 MB
2025-08-05 19:25:30 - Memória usada  - 17,06 MB
2025-08-05 19:25:31 - Memória usada  - 17,05 MB
2025-08-05 19:25:32 - Memória usada  - 17,24 MB
2025-08-05 19:25:33 - Memória usada  - 17,17 MB
2025-08-05 19:25:34 - Memória usada  - 17,23 MB
2025-08-05 19:25:35 - Memória usada  - 17,52 MB
2025-08-05 19:25:36 - Memória usada  - 17,34 MB
2025-08-05 19:25:37 - Memória usada  - 17,35 MB
2025-08-05 19:25:38 - Memória usada  - 17,23 MB
2025-08-05 19:25:39 - Memória usada  - 17,23 MB
2025-08-05 19:25:40 - Memória usada  - 17,22 MB
2025-08-05 19:25:41 - Memória usada  - 17,23 MB
2025-08-05 19:25:42 - Memória usada  - 17,23 MB
2025-08-05 19:25:43 - Memória usada  - 17,24 MB
2025-08-05 19:25:44 - Memória usada  - 17,24 MB
2025-08-05 19:25:45 - Memória usada  - 17,34 MB
2025-08-05 19:25:46 - Memória usada  - 17,24 MB
2025-08-05 19:25:47 - Memória usada  - 17,35 MB
2025-08-05 19:25:48 - Memória usada  - 17,23 MB
2025-08-05 19:25:49 - Memória usada  - 17,23 MB
2025-08-05 19:25:50 - Memória usada  - 17,22 MB
2025-08-05 19:25:51 - Memória usada  - 17,23 MB
2025-08-05 19:25:52 - Memória usada  - 17,23 MB
2025-08-05 19:25:53 - Memória usada  - 17,24 MB
2025-08-05 19:25:54 - Memória usada  - 17,24 MB
2025-08-05 19:25:55 - Memória usada  - 17,34 MB
2025-08-05 19:25:56 - Memória usada  - 17,24 MB
2025-08-05 19:25:57 - Memória usada  - 17,35 MB
2025-08-05 19:25:58 - Memória usada  - 17,23 MB
2025-08-05 19:25:59 - Memória usada  - 17,23 MB
2025-08-05 19:26:00 - Memória usada  - 17,22 MB
2025-08-05 19:26:01 - Memória usada  - 17,23 MB
2025-08-05 19:26:02 - Memória usada  - 17,23 MB
2025-08-05 19:26:03 - Memória usada  - 17,24 MB
2025-08-05 19:26:04 - Memória usada  - 17,24 MB
2025-08-05 19:26:05 - Memória usada  - 17,34 MB
2025-08-05 19:26:06 - Memória usada  - 17,24 MB
2025-08-05 19:26:07 - Memória usada  - 17,35 MB
2025-08-05 19:26:08 - Memória usada  - 17,23 MB
2025-08-05 19:26:09 - Memória usada  - 17,23 MB
2025-08-05 19:26:10 - Memória usada  - 17,22 MB
2025-08-05 19:26:11 - Memória usada  - 17,23 MB
2025-08-05 19:26:12 - Memória usada  - 17,23 MB
2025-08-05 19:26:13 - Memória usada  - 17,24 MB
2025-08-05 19:26:14 - Memória usada  - 17,24 MB
2025-08-05 19:26:15 - Memória usada  - 17,34 MB
2025-08-05 19:26:16 - Memória usada  - 17,24 MB
2025-08-05 19:26:17 - Memória usada  - 17,35 MB
2025-08-05 19:26:18 - Memória usada  - 17,23 MB
2025-08-05 19:26:19 - Memória usada  - 17,23 MB
2025-08-05 19:26:20 - Memória usada  - 17,22 MB
2025-08-05 19:26:21 - Memória usada  - 17,23 MB
2025-08-05 19:26:22 - Memória usada  - 17,23 MB
2025-08-05 19:26:23 - Memória usada  - 17,24 MB
2025-08-05 19:26:24 - Memória usada  - 17,24 MB
2025-08-05 19:26:25 - Memória usada  - 17,34 MB
2025-08-05 19:26:26 - Memória usada  - 17,24 MB
2025-08-05 19:26:27 - Memória usada  - 17,35 MB
2025-08-05 19:26:28 - Memória usada  - 17,23 MB
2025-08-05 19:26:29 - Memória usada  - 17,23 MB
2025-08-05 19:26:30 - Memória usada  - 17,22 MB
2025-08-05 19:26:31 - Memória usada  - 17,41 MB
2025-08-05 19:26:32 - Memória usada  - 17,23 MB
2025-08-05 19:26:33 - Memória usada  - 17,24 MB
2025-08-05 19:26:34 - Memória usada  - 17,24 MB
2025-08-05 19:26:35 - Memória usada  - 17,34 MB
2025-08-05 19:26:36 - Memória usada  - 17,24 MB
2025-08-05 19:26:37 - Memória usada  - 17,35 MB
2025-08-05 19:26:38 - Memória usada  - 17,23 MB
2025-08-05 19:26:39 - Memória usada  - 17,23 MB
2025-08-05 19:26:40 - Memória usada  - 17,22 MB
2025-08-05 19:26:41 - Memória usada  - 17,23 MB
2025-08-05 19:26:42 - Memória usada  - 18,05 MB
2025-08-05 19:26:43 - Memória usada  - 17,45 MB
2025-08-05 19:26:44 - Memória usada  - 19,65 MB
2025-08-05 19:26:45 - Memória usada  - 17,28 MB
2025-08-05 19:26:46 - Memória usada  - 17,39 MB
2025-08-05 19:26:47 - Memória usada  - 17,27 MB
2025-08-05 19:26:48 - Memória usada  - 17,27 MB
2025-08-05 19:26:49 - Memória usada  - 17,26 MB
2025-08-05 19:26:50 - Memória usada  - 17,56 MB
2025-08-05 19:26:51 - Memória usada  - 18,10 MB
2025-08-05 19:26:52 - Memória usada  - 17,31 MB
2025-08-05 19:26:54 - Memória usada  - 17,44 MB
2025-08-05 19:26:54 - Memória usada  - 17,30 MB
2025-08-05 19:26:55 - Memória usada  - 17,22 MB
2025-08-05 19:26:56 - Memória usada  - 17,09 MB
2025-08-05 19:26:57 - Memória usada  - 17,09 MB
2025-08-05 19:26:58 - Memória usada  - 17,08 MB
2025-08-05 19:26:59 - Memória usada  - 17,09 MB
2025-08-05 19:27:00 - Memória usada  - 17,09 MB
2025-08-05 19:27:02 - Memória usada  - 17,11 MB
2025-08-05 19:27:02 - Memória usada  - 17,30 MB
2025-08-05 19:27:03 - Memória usada  - 17,21 MB
2025-08-05 19:27:04 - Memória usada  - 17,11 MB
2025-08-05 19:27:06 - Memória usada  - 17,22 MB
2025-08-05 19:27:07 - Memória usada  - 17,28 MB
2025-08-05 19:27:08 - Memória usada  - 17,47 MB
2025-08-05 19:27:09 - Memória usada  - 17,27 MB
2025-08-05 19:27:10 - Memória usada  - 17,47 MB
2025-08-05 19:27:11 - Memória usada  - 17,28 MB
2025-08-05 19:27:12 - Memória usada  - 17,30 MB
2025-08-05 19:27:13 - Memória usada  - 17,30 MB
2025-08-05 19:27:14 - Memória usada  - 17,40 MB
2025-08-05 19:27:15 - Memória usada  - 17,30 MB
2025-08-05 19:27:16 - Memória usada  - 17,41 MB
2025-08-05 19:27:17 - Memória usada  - 17,28 MB
2025-08-05 19:27:18 - Memória usada  - 17,28 MB
2025-08-05 19:27:19 - Memória usada  - 17,27 MB
2025-08-05 19:27:20 - Memória usada  - 17,28 MB
2025-08-05 19:27:21 - Memória usada  - 17,28 MB
2025-08-05 19:27:22 - Memória usada  - 17,30 MB
2025-08-05 19:27:23 - Memória usada  - 17,30 MB
2025-08-05 19:27:24 - Memória usada  - 17,40 MB
2025-08-05 19:27:25 - Memória usada  - 17,30 MB
2025-08-05 19:27:26 - Memória usada  - 17,41 MB
2025-08-05 19:27:27 - Memória usada  - 17,28 MB
2025-08-05 19:27:28 - Memória usada  - 17,28 MB
2025-08-05 19:27:29 - Memória usada  - 17,27 MB
2025-08-05 19:27:30 - Memória usada  - 17,47 MB
2025-08-05 19:27:31 - Memória usada  - 17,54 MB
2025-08-05 19:27:32 - Memória usada  - 17,30 MB
2025-08-05 19:27:33 - Memória usada  - 17,30 MB
2025-08-05 19:27:34 - Memória usada  - 17,40 MB
2025-08-05 19:27:35 - Memória usada  - 17,30 MB
2025-08-05 19:27:36 - Memória usada  - 17,41 MB
2025-08-05 19:27:37 - Memória usada  - 17,28 MB
2025-08-05 19:27:38 - Memória usada  - 17,47 MB
2025-08-05 19:27:39 - Memória usada  - 17,46 MB
2025-08-05 19:27:40 - Memória usada  - 17,47 MB
2025-08-05 19:27:41 - Memória usada  - 17,55 MB
2025-08-05 19:27:42 - Memória usada  - 17,63 MB
2025-08-05 19:27:43 - Memória usada  - 17,51 MB
2025-08-05 19:27:44 - Memória usada  - 17,40 MB
2025-08-05 19:27:45 - Memória usada  - 17,47 MB
2025-08-05 19:27:46 - Memória usada  - 17,47 MB
2025-08-05 19:27:47 - Memória usada  - 17,28 MB
2025-08-05 19:27:48 - Memória usada  - 17,46 MB
2025-08-05 19:27:49 - Memória usada  - 17,29 MB
2025-08-05 19:27:50 - Memória usada  - 17,47 MB
2025-08-05 19:27:51 - Memória usada  - 17,49 MB
2025-08-05 19:27:52 - Memória usada  - 17,55 MB
2025-08-05 19:27:53 - Memória usada  - 17,49 MB
2025-08-05 19:27:54 - Memória usada  - 17,55 MB
2025-08-05 19:27:55 - Memória usada  - 17,42 MB
2025-08-05 19:27:56 - Memória usada  - 17,48 MB
2025-08-05 19:27:57 - Memória usada  - 17,29 MB
2025-08-05 19:27:58 - Memória usada  - 17,28 MB
2025-08-05 19:27:59 - Memória usada  - 17,29 MB
2025-08-05 19:28:00 - Memória usada  - 17,29 MB
2025-08-05 19:28:01 - Memória usada  - 17,30 MB
2025-08-05 19:28:02 - Memória usada  - 17,41 MB
2025-08-05 19:28:03 - Memória usada  - 17,30 MB
2025-08-05 19:28:04 - Memória usada  - 17,49 MB
2025-08-05 19:28:05 - Memória usada  - 17,55 MB
2025-08-05 19:28:06 - Memória usada  - 17,48 MB
2025-08-05 19:28:07 - Memória usada  - 17,48 MB
2025-08-05 19:28:08 - Memória usada  - 17,47 MB
2025-08-05 19:28:09 - Memória usada  - 17,29 MB
2025-08-05 19:28:10 - Memória usada  - 17,48 MB
2025-08-05 19:28:11 - Memória usada  - 17,31 MB
2025-08-05 19:28:12 - Memória usada  - 17,41 MB
2025-08-05 19:28:13 - Memória usada  - 17,31 MB
2025-08-05 19:28:14 - Memória usada  - 17,31 MB
2025-08-05 19:28:15 - Memória usada  - 17,42 MB
2025-08-05 19:28:16 - Memória usada  - 17,29 MB
2025-08-05 19:28:17 - Memória usada  - 17,29 MB
2025-08-05 19:28:18 - Memória usada  - 17,28 MB
2025-08-05 19:28:19 - Memória usada  - 17,29 MB
2025-08-05 19:28:20 - Memória usada  - 17,29 MB
2025-08-05 19:28:21 - Memória usada  - 17,31 MB
2025-08-05 19:28:22 - Memória usada  - 17,41 MB
2025-08-05 19:28:23 - Memória usada  - 17,31 MB
2025-08-05 19:28:24 - Memória usada  - 17,31 MB
2025-08-05 19:28:25 - Memória usada  - 17,42 MB
2025-08-05 19:28:26 - Memória usada  - 17,29 MB
2025-08-05 19:28:27 - Memória usada  - 17,29 MB
2025-08-05 19:28:28 - Memória usada  - 17,47 MB
2025-08-05 19:28:29 - Memória usada  - 17,29 MB
2025-08-05 19:28:30 - Memória usada  - 17,48 MB
2025-08-05 19:28:31 - Memória usada  - 17,31 MB
2025-08-05 19:28:32 - Memória usada  - 17,41 MB
2025-08-05 19:28:33 - Memória usada  - 17,49 MB
2025-08-05 19:28:34 - Memória usada  - 17,49 MB
2025-08-05 19:28:35 - Memória usada  - 17,42 MB
2025-08-05 19:28:36 - Memória usada  - 17,29 MB
2025-08-05 19:28:37 - Memória usada  - 17,48 MB
2025-08-05 19:28:38 - Memória usada  - 17,47 MB
2025-08-05 19:28:39 - Memória usada  - 17,92 MB
2025-08-05 19:28:40 - Memória usada  - 17,47 MB
2025-08-05 19:28:41 - Memória usada  - 18,95 MB
2025-08-05 19:28:42 - Memória usada  - 17,39 MB
2025-08-05 19:28:43 - Memória usada  - 17,41 MB
2025-08-05 19:28:44 - Memória usada  - 17,29 MB
2025-08-05 19:28:45 - Memória usada  - 17,29 MB
2025-08-05 19:28:46 - Memória usada  - 17,28 MB
2025-08-05 19:28:47 - Memória usada  - 17,29 MB
2025-08-05 19:28:48 - Memória usada  - 17,30 MB
2025-08-05 19:28:49 - Memória usada  - 17,29 MB
2025-08-05 19:28:50 - Memória usada  - 17,22 MB
2025-08-05 19:28:51 - Memória usada  - 17,11 MB
2025-08-05 19:28:52 - Memória usada  - 17,11 MB
2025-08-05 19:28:53 - Memória usada  - 17,22 MB
2025-08-05 19:28:54 - Memória usada  - 17,10 MB
2025-08-05 19:28:55 - Memória usada  - 17,10 MB
2025-08-05 19:28:56 - Memória usada  - 17,28 MB
2025-08-05 19:28:57 - Memória usada  - 17,29 MB
2025-08-05 19:28:58 - Memória usada  - 17,30 MB
2025-08-05 19:28:59 - Memória usada  - 17,10 MB
2025-08-05 19:29:00 - Memória usada  - 17,22 MB
2025-08-05 19:29:01 - Memória usada  - 17,11 MB
2025-08-05 19:29:02 - Memória usada  - 17,11 MB
2025-08-05 19:29:03 - Memória usada  - 17,23 MB
2025-08-05 19:29:04 - Memória usada  - 17,10 MB
2025-08-05 19:29:05 - Memória usada  - 17,10 MB
2025-08-05 19:29:06 - Memória usada  - 17,09 MB
2025-08-05 19:29:07 - Memória usada  - 17,29 MB
2025-08-05 19:29:08 - Memória usada  - 17,30 MB
2025-08-05 19:29:09 - Memória usada  - 17,10 MB
2025-08-05 19:29:10 - Memória usada  - 17,22 MB
2025-08-05 19:29:11 - Memória usada  - 17,11 MB
2025-08-05 19:29:12 - Memória usada  - 17,11 MB
2025-08-05 19:29:13 - Memória usada  - 17,41 MB
2025-08-05 19:29:14 - Memória usada  - 17,29 MB
2025-08-05 19:29:15 - Memória usada  - 17,29 MB
2025-08-05 19:29:16 - Memória usada  - 17,28 MB
2025-08-05 19:29:17 - Memória usada  - 17,29 MB
2025-08-05 19:29:18 - Memória usada  - 17,31 MB
2025-08-05 19:29:19 - Memória usada  - 17,10 MB
2025-08-05 19:29:20 - Memória usada  - 17,22 MB
2025-08-05 19:29:21 - Memória usada  - 17,12 MB
2025-08-05 19:29:22 - Memória usada  - 17,31 MB
2025-08-05 19:29:23 - Memória usada  - 17,42 MB
2025-08-05 19:29:24 - Memória usada  - 17,29 MB
2025-08-05 19:29:25 - Memória usada  - 17,29 MB
2025-08-05 19:29:26 - Memória usada  - 17,09 MB
2025-08-05 19:29:27 - Memória usada  - 17,10 MB
2025-08-05 19:29:28 - Memória usada  - 17,31 MB
2025-08-05 19:29:29 - Memória usada  - 17,29 MB
2025-08-05 19:29:30 - Memória usada  - 17,41 MB
2025-08-05 19:29:31 - Memória usada  - 17,31 MB
2025-08-05 19:29:32 - Memória usada  - 17,31 MB
2025-08-05 19:29:33 - Memória usada  - 17,23 MB
2025-08-05 19:29:34 - Memória usada  - 17,10 MB
2025-08-05 19:29:35 - Memória usada  - 17,29 MB
2025-08-05 19:29:36 - Memória usada  - 17,28 MB
2025-08-05 19:29:37 - Memória usada  - 17,10 MB
2025-08-05 19:29:38 - Memória usada  - 17,12 MB
2025-08-05 19:29:39 - Memória usada  - 17,10 MB
2025-08-05 19:29:40 - Memória usada  - 17,22 MB
2025-08-05 19:29:41 - Memória usada  - 17,12 MB
2025-08-05 19:29:42 - Memória usada  - 17,12 MB
2025-08-05 19:29:43 - Memória usada  - 17,23 MB
2025-08-05 19:29:44 - Memória usada  - 17,10 MB
2025-08-05 19:29:45 - Memória usada  - 17,10 MB
2025-08-05 19:29:46 - Memória usada  - 17,09 MB
2025-08-05 19:29:47 - Memória usada  - 17,10 MB
2025-08-05 19:29:48 - Memória usada  - 17,12 MB
2025-08-05 19:29:49 - Memória usada  - 17,10 MB
2025-08-05 19:29:50 - Memória usada  - 17,41 MB
2025-08-05 19:29:51 - Memória usada  - 17,31 MB
2025-08-05 19:29:52 - Memória usada  - 17,12 MB
2025-08-05 19:29:53 - Memória usada  - 17,42 MB
2025-08-05 19:29:54 - Memória usada  - 17,10 MB
2025-08-05 19:29:55 - Memória usada  - 17,10 MB
2025-08-05 19:29:56 - Memória usada  - 17,09 MB
2025-08-05 19:29:57 - Memória usada  - 17,10 MB
2025-08-05 19:29:58 - Memória usada  - 17,31 MB
2025-08-05 19:29:59 - Memória usada  - 17,29 MB
2025-08-05 19:30:00 - Memória usada  - 17,43 MB
2025-08-05 19:30:01 - Memória usada  - 17,33 MB
2025-08-05 19:30:02 - Memória usada  - 17,25 MB
2025-08-05 19:30:03 - Memória usada  - 17,31 MB
2025-08-05 19:30:04 - Memória usada  - 17,13 MB
2025-08-05 19:30:05 - Memória usada  - 17,12 MB
2025-08-05 19:30:06 - Memória usada  - 17,31 MB
2025-08-05 19:30:07 - Memória usada  - 17,21 MB
2025-08-05 19:30:08 - Memória usada  - 17,47 MB
2025-08-05 19:30:09 - Memória usada  - 17,27 MB
2025-08-05 19:30:10 - Memória usada  - 17,41 MB
2025-08-05 19:30:11 - Memória usada  - 17,12 MB
2025-08-05 19:30:12 - Memória usada  - 17,29 MB
2025-08-05 19:30:13 - Memória usada  - 17,10 MB
2025-08-05 19:30:14 - Memória usada  - 17,09 MB
2025-08-05 19:30:15 - Memória usada  - 17,10 MB
2025-08-05 19:30:16 - Memória usada  - 17,10 MB
2025-08-05 19:30:17 - Memória usada  - 17,12 MB
2025-08-05 19:30:18 - Memória usada  - 17,22 MB
2025-08-05 19:30:19 - Memória usada  - 17,12 MB
2025-08-05 19:30:20 - Memória usada  - 17,23 MB
2025-08-05 19:30:21 - Memória usada  - 17,12 MB
2025-08-05 19:30:22 - Memória usada  - 17,10 MB
2025-08-05 19:30:23 - Memória usada  - 17,10 MB
2025-08-05 19:30:24 - Memória usada  - 17,09 MB
2025-08-05 19:30:25 - Memória usada  - 17,10 MB
2025-08-05 19:30:26 - Memória usada  - 17,10 MB
2025-08-05 19:30:27 - Memória usada  - 17,12 MB
2025-08-05 19:30:28 - Memória usada  - 17,22 MB
2025-08-05 19:30:29 - Memória usada  - 17,12 MB
2025-08-05 19:30:30 - Memória usada  - 17,23 MB
2025-08-05 19:30:31 - Memória usada  - 17,12 MB
2025-08-05 19:30:32 - Memória usada  - 17,10 MB
2025-08-05 19:30:33 - Memória usada  - 17,10 MB
2025-08-05 19:30:34 - Memória usada  - 17,09 MB
2025-08-05 19:30:35 - Memória usada  - 17,10 MB
2025-08-05 19:30:36 - Memória usada  - 17,10 MB
2025-08-05 19:30:37 - Memória usada  - 17,12 MB
2025-08-05 19:30:38 - Memória usada  - 17,22 MB
2025-08-05 19:30:39 - Memória usada  - 17,12 MB
2025-08-05 19:30:40 - Memória usada  - 17,23 MB
2025-08-05 19:30:41 - Memória usada  - 17,12 MB
2025-08-05 19:30:42 - Memória usada  - 17,10 MB
2025-08-05 19:30:43 - Memória usada  - 17,10 MB
2025-08-05 19:30:44 - Memória usada  - 17,09 MB
2025-08-05 19:30:45 - Memória usada  - 17,10 MB
2025-08-05 19:30:46 - Memória usada  - 17,10 MB
2025-08-05 19:30:47 - Memória usada  - 17,12 MB
2025-08-05 19:30:48 - Memória usada  - 17,22 MB
2025-08-05 19:30:49 - Memória usada  - 17,12 MB
2025-08-05 19:30:50 - Memória usada  - 17,23 MB
